m/z_RT_node,CNAT12_TV104__WC,CNAT1_TV105__WC,CNAT9_TV106__WC,MCAV1_TV107__WC,MCAV2_TV108__WC,MCAV3_TV109__WC,MCAV6_TV110__WC,MMEA14_TV103__WC,MMEA202_TV100_WC,MMEA24_TV99__WC,MMEA2_TV102__WC,OFAV12_TV113__WC,OFAV2_TV111__WC,OFAV3_TV112__WC,OFAV7_TV114__WC
,CNAT,CNAT,CNAT,MCAV,MCAV,MCAV,MCAV,MMEA,MMEA,MMEA,MMEA,OFAV,OFAV,OFAV,OFAV
786.601_23.8_5925,0,0,0,0,0,137701.3185,0,0,0,0,0,0,0,0,265322.0325
581.399_15.4_1791,0,0,739028.9925,1866168.24,0,0,184520.246,170473.3765,0,0,16417.3845,256459.3105,9982.285,389514.5835,0
864.581_16.9_1961,0,0,12338.775,220376.741,0,0,0,1533906.577,161974.437,347837.3895,0,0,0,16713.888,0
523.436_21.4_2993,0,25294.404,0,0,0,263756.767,0,0,0,0,0,0,90869.4705,0,51006.862
303.231_11.7_5045,0,0,0,0,9420.996,8449.81,8757.736,38953.4235,0,20717.9895,0,3966854.636,0,0,0
522.357_12.9_1133,168627.293,1188183.564,1143717.633,295452.1195,1007204.544,4367114.761,1856835.098,0,1256797.602,2769335.67,0,4804242.824,576029.171,2162668.542,7144583.003
331.263_16.3_1198,0,10740.824,17328.5005,1553755.126,131124.077,119708.6255,1681651.323,742460.186,249695.845,596246.4265,370777.061,1994187.14,28911.404,52866.895,31318.3765
482.42_17.4_2892,0,1689721.021,1135717.383,0,499062.6045,324836.677,917664.368,136770.8555,261203.8315,0,98242.1675,496323.9615,410638.9425,0,40129.2075
407.33_17.6_1741,0,153037.562,0,793544.078,0,0,318642.8405,783916.215,2063942.796,882531.532,1170034.668,1601973.623,1540344.666,182294.999,38397.2705
494.324_11.8_1165,28706.357,967567.835,1202669.383,0,800857.706,4379938.246,3985187.225,1721679.378,0,5115812.389,858347.703,1.04E+07,312288.7295,1695721.597,4403512.406
425.341_17.1_2701,0,519479.0975,171634.642,1739290.858,786849.2695,340668.677,0,5204272.226,2938613.026,5364841.047,1436649.284,7069862.819,4560331.306,5753352.133,2690713.355
740.558_22.2_4406,0,1527494.031,702452.6445,513359.5295,0,0,379897.439,166440.922,343249.2275,262795.309,1194350.472,450232.232,230467.2385,12896.6175,0
708.612_22.5_5844,0,489634.696,301825.86,13193.83,10125.234,0,9747.3425,360481.9895,0,284660.0425,522100.258,1702161.753,0,19309.67,0
494.324_14.1_1139,7522.113,150201.4325,168335.4615,5312672.628,754674.914,3098255.243,3465866.244,0,0,0,0,1598928.8,601544.5355,340048.141,326612.178
487.291_11.5_6150,0,0,326438.7045,0,11738.964,0,51130.4915,0,0,294459.575,0,193045.8305,0,757259.633,14737.8
668.581_20.3_1461,0,345347.9485,821183.1745,521594.177,107439.7795,0,70232.468,348515.615,169239.176,405718.8085,206359.1835,12344.813,0,0,0
654.567_19.7_5306,0,3127489.228,0,0,0,0,7444420.141,8864538.939,1.36E+07,1.09E+07,6425256.692,0,0,0,0
587.467_19.8_3882,0,32658.821,29030.547,157792.87,0,0,9544.59,432201.474,17662.2105,31636.9705,270687.621,191787.32,13652.2275,140583.6555,0
394.342_15.3_1887,0,3890982.485,0,0,23616.5205,0,1505008.188,33690.5245,0,0,0,752811.6535,105604.594,0,0
736.607_19.8_4718,0,489121.288,0,149508.1805,149992.477,0,0,97821.0835,0,0,8403.245,0,0,11639.768,0
518.493_19.4_5037,0,506159.288,2025218.015,215798.2245,0,230688.795,558855.685,112902.729,2553851.581,703672.668,53624.032,307194.262,417817.3665,451252.459,256162.437
710.593_23.2_2167,0,659860.6765,4442691.814,0,466194.7485,0,355706.1175,0,0,3519144.53,0,8087844.787,0,1.57E+07,1876640.512
500.74_6.9_5759,0,17301.603,171614.96,178487.1425,0,81522.0655,579632.045,138744.5815,31674.209,7249.8685,180629.469,0,0,0,0
770.604_21.6_5239,0,0,255714.1185,0,1122606.035,22284.528,0,9059.7925,0,0,0,14788.4165,0,835326.6295,1349190.369
546.399_15.1_5474,0,0,708590.178,0,0,345851.2765,0,107300.6035,0,98336.5125,0,0,0,82064.946,1801745.524
305.211_13.2_2759,0,158046.955,112478.4165,101840.997,182175.0205,1161936.067,730863.9185,109474.3775,89957.47,372731.9745,0,961200.6515,1044108.295,962668.4345,1299841.118
804.569_17.6_5580,0,390465.262,0,175565.6985,41936.688,0,13220.696,745978.5605,1000453.917,262569.349,740704.7595,0,0,0,0
832.591_19.4_652,735881.631,0,0,2262358.793,1798986.225,0,235603.846,57862.7105,0,0,0,381128.4935,1547301.505,1311366.354,0
311.294_15.5_565,932411.3555,5178883.044,2794114.839,3756681.435,23395.157,2406209.583,4857151.133,5439714.88,2782460.911,6186700.579,4116399.729,1146568.31,1285797.782,1646507.006,495419.0475
457.4_12.9_3449,0,0,6404064.255,0,8625812.948,0,3508735.14,682188.037,0,813254.1005,278789.417,1473587.036,0,2291063.882,344362.4495
812.615_21.2_4958,0,0,800109.625,0,0,0,0,149609.645,0,0,0,0,0,0,0
516.311_12.5_5468,0,59741.33,1433894.062,0,207025.691,37023.79,190931.179,16378.428,0,0,121913.551,180080.9625,8796.942,13753.845,13860.2625
380.352_20.6_1480,0,0,0,418693.5965,95788.8235,175679.197,1563503.843,0,0,0,0,0,0,0,0
791.591_12.7_1821,0,0,420300.92,0,40592.112,652063.522,60428.6385,35891.9715,0,81569.5565,15714.579,103327.5565,0,52823.454,362806.1145
363.214_11.6_2760,0,217903.3335,223526.5545,0,76975.173,1643944.992,1007700.88,657972.3715,168168.1245,239325.5205,308650.8355,1627465.896,780703.175,618590.3945,1497713.321
544.705_6.3_5574,0,448892.0835,127985.6385,0,0,0,0,0,0,0,0,0,0,0,0
498.379_13_601,503738.9255,2.99E+07,1.25E+07,7778421.517,2720314.099,527862.731,2367646.353,1.19E+07,0,9107747.476,1.74E+07,1.17E+07,1.91E+07,2.40E+07,3306777.924
633.451_17.4_1361,0,901479.0935,15487.251,523283.351,0,0,499244.757,0,0,0,0,490220.43,1014852.588,198869.9835,0
798.587_20.1_1137,0,5818531.299,784997.309,2451627.722,610093.4075,0,1427124.528,90810.4445,77601.261,36571.677,0,0,2012861.572,936129.7825,0
466.21_6.5_5581,0,398881.9635,310753.14,0,0,0,0,0,0,0,0,0,0,0,0
379.261_14.4_3810,0,0,0,90320.228,0,0,30171.943,234655.515,0,0,414369.423,1390650.472,0,0,0
375.305_17.3_3121,25460.037,651232.0955,10048.4055,751850.105,350210.5875,403356.068,1175294.68,832692.5695,1049298.06,957065.6175,1532149.416,82721.3505,15067.206,7779.83,7274.6625
402.228_7.4_5946,0,0,64357.399,0,0,0,55953.7565,0,6998.215,108908.6305,8379.384,0,54961.3635,0,0
359.239_11.2_2932,0,141235.942,18033.2835,0,0,0,0,1900127.729,33891.333,141568.577,242437.95,80453.621,87486.529,47123.5895,0
787.625_22.7_3038,0,1250062.61,801389.5625,278608.168,184948.248,41133.854,153373.286,214057.7985,19996.49,586733.243,374285.506,2645847.577,168049.1885,2970931.627,44740.6995
331.226_16.7_2380,0,0,0,0,28851.015,0,0,31716.8485,8735.04,44387.32,143550.446,58534.5805,40850.882,0,0
752.56_20.6_3122,1.60E+07,0,1920904.613,0,192062.8395,376690.6605,0,0,0,0,0,0,0,1238516.498,401285.66
871.572_21.2_3228,0,9998765.861,3297304.658,1646148.853,0,0,0,0,0,0,1253195.01,616621.721,22345.615,0,0
583.435_16.8_4189,0,152681.2975,0,0,0,0,73124.4375,137563.008,253735.072,487147.3585,426718.7375,0,0,62024.601,0
797.518_19.2_2660,0,0,0,43042.7095,0,0,23640.7635,0,0,0,0,26719.7125,23266.088,0,0
542.441_15.2_4184,0,0,0,0,0,0,0,0,148703.263,0,695739.0165,0,0,0,0
460.342_10.2_3080,0,0,22004.404,0,12737.34,188798.247,76502.6415,76621.94,0,29720.126,0,623128.133,52284.562,992060.617,542462.1695
495.404_18.7_1466,0,205850.0215,96724.835,313579.9365,0,15312.935,296654.085,62949.4255,157440.4225,67720.0975,32963.8295,1478652.02,1277614.614,275418.826,2039867.536
678.566_20_3455,0,1882916.23,3431532.092,2755200.696,806339.5605,0,3015999.632,0,16660.076,0,0,2152179.66,1466080.297,0,0
950.582_17.2_2574,0,18131.8675,0,0,0,0,0,0,30032.4135,8893.488,0,11513.794,0,0,0
470.308_7.3_4174,0,22463.378,7961.568,0,0,0,0,0,1796265.736,3310272.822,1392663.976,0,0,0,0
850.558_19.1_6290,0,0,623887.508,0,0,0,0,307005.684,271467.649,352644.7015,10141.5775,0,0,0,0
638.268_13.6_1241,0,0,0,719207.205,0,500751.816,57070.438,0,0,0,0,0,0,0,0
538.374_13_5823,0,0,0,0,0,0,0,54324.479,0,92293.624,12452.73,740999.1895,0,974444.02,0
309.242_19.5_4750,0,0,0,0,7011.108,0,0,25154.9275,0,0,0,0,0,0,0
494.325_12.2_5451,0,155238.632,268649.8405,0,124264.829,860532.9505,1030216.02,695292.519,0,765079.645,335469.674,1382733.986,49338.6775,36707.12,506229.928
332.208_5.6_5755,0,0,0,0,0,0,0,0,0,0,0,82848.713,0,0,0
628.499_15.7_4303,0,323500.9185,0,0,0,0,19833.01,164305.0895,241838.8925,36363.369,176862.6415,8659.8,0,264620.41,0
522.758_6.7_5542,0,2053772.505,162419.3935,0,0,0,0,0,0,0,0,0,0,0,0
537.303_12.4_2812,0,89040.348,834193.7175,0,96076.019,0,8059.915,418112.2635,538151.623,809813.074,621806.617,408148.358,379172.2875,266619.5435,46733.866
816.597_19.2_2624,0,5001907.463,3454046.274,2.29E+07,9401341.964,0,1.57E+07,1.18E+07,1.05E+07,1.13E+07,245978.9435,3439745.686,6559635.632,0,0
402.323_14.5_4529,0,1996444.255,0,0,0,0,0,230738.4455,0,0,164307.698,0,72876.8,0,0
659.43_16.3_1755,0,0,82885.3585,77028.2115,0,0,40447.9095,51763.895,0,84123.692,98897.3085,1010626.325,0,210776.7785,0
377.32_20.1_1504,0,0,7456.9425,528728.415,6581.8285,189525.415,162469.8055,120067.937,43217.1815,116394.3915,158559.395,0,0,52720.116,0
316.321_14_1219,0,3560398.114,1889121.332,9928764.93,0,23008.832,162673.7885,8378231.65,2427399.629,3643340.041,6422914.887,3813000.021,1381989.162,1045773.998,62151.431
518.405_14.7_946,0,4354763.141,0,0,5598101.978,202162.5495,3497157.756,2.22E+07,3029872.415,1.87E+07,39309.3395,10504.226,9204.526,5697320.809,2.14E+07
435.199_6.5_4291,0,0,0,0,0,29722.4855,43696.5475,60792.7355,27788.7975,67505.6625,200163.27,0,0,0,0
558.486_21.6_772,70010.8895,165758.353,412694.251,93481.2645,0,325352.4155,192359.7315,138438.2815,946398.33,321735.389,457695.2495,67797.579,240615.771,34277.6505,106616.5085
333.242_18.6_1197,27923.173,1408005.19,514095.3305,5016837.403,32522.207,0,5288326.785,953866.074,1243289.766,1070977.034,1836296.799,646181.903,272735.311,351177.642,0
832.57_16.8_5053,0,0,500725.6915,13967.2255,0,0,0,263716.9135,0,129182.526,0,0,0,556594.6035,307704.982
538.423_15.7_5193,105945.8155,2245463.83,2557124.706,0,908630.1255,3998049.339,6229985.499,3359187.321,621240.91,2064266.763,1735175.09,1910440.212,900013.5795,526183.0295,533176.049
756.579_20_2028,0,228840.9595,95893.0615,16260.439,25136.795,0,0,114474.278,0,0,60453.0005,262009.3595,106061.681,643025.175,0
581.419_16.5_4058,0,69316.981,0,0,0,0,0,141227.7575,191638.6975,251192.7975,540913.077,0,0,0,0
359.294_17.6_3884,0,263435.962,183664.6555,0,0,28558.3635,0,9730.045,0,0,9790.3115,0,0,0,0
764.565_18.7_3662,0,0,36941.9315,1754915.172,526423.8385,7745.738,460431.3155,163011.2535,0,12954.6675,0,12524.352,9303.2925,51020.578,0
314.305_14.3_4751,0,7389.0045,634737.7105,210529.614,176095.2305,0,190496.8395,567105.6385,124563.3315,100586.2305,0,221379.0495,135424.419,140580.067,2338668.045
758.568_23.9_4143,0,965142.37,0,176358.35,0,0,0,1278276.537,17173.926,4484430.036,1827661.86,0,0,0,0
530.42_13.7_4450,0,0,0,0,0,0,0,259182.739,1566436.969,751756.982,96952.4905,0,0,0,0
734.027_13_3532,0,58454.938,109461.808,828780.885,0,294368.0475,283563.997,268526.4575,59663.963,123639.8025,86614.065,606017.001,24935.148,0,58563.7415
836.338_8.6_4096,0,0,0,0,0,0,0,6729871.122,2337550.661,3.86E+07,2.72E+07,0,0,0,0
363.214_13.8_2133,36306.6415,83413.579,112274.675,46943.8265,0,220532.383,28855.703,94672.0075,11469.192,167187.1935,42124.3105,42735.7775,56631.337,152615.016,35926.2365
832.574_18.6_750,97351.0595,2450352.234,3646106.818,771323.25,0,166539.071,454303.6065,2840520.98,3257140.067,2046986.904,2390343.893,468814.843,0,817943.8585,2070370.281
492.295_6.9_4106,0,0,0,0,0,0,0,504735.9015,979484.64,1858281.195,2738132.586,0,0,0,0
379.333_17.5_4963,0,0,13201.65,30133.854,51057.9355,66294.32,0,13915.044,91626.908,0,0,0,0,0,382311.7545
474.342_11.3_5818,0,0,0,0,0,0,0,1.76E+07,4846809.306,7335935.448,1.32E+07,8389691.702,1933644.354,3213218.898,1715445.91
363.304_16.8_4550,0,85030.666,0,203701.0465,698503.2735,12189.8925,1401766.721,78910.4275,0,282566.819,26160.414,353490.742,220418.622,0,0
589.425_18.5_3941,0,91954.321,0,29735.396,0,0,7844.64,0,41084.33,39260.5355,87735.451,0,0,0,0
219.099_5.5_582,1469078.407,1205978.385,3101402.819,2766481.823,282859.3475,1631993.783,1617618.627,4819043.691,2248911.481,3925529.081,2866926.171,1655584.501,1963179.69,4073555.235,2088987.296
580.434_16.9_1265,0,159311.4905,0,1371858.523,0,297265.3285,961432.94,275771.343,59701.9405,1107391.166,15968.78,893219.8465,75605.059,234141.612,244363.184
552.331_13.9_1191,39423.0485,15399.568,295833.564,1487619.045,288745.2125,1191377.916,993330.3055,9103.605,802250.1105,12767.816,277701.8325,192104.4625,131213.2225,0,0
694.561_19.8_4931,0,35858.2065,94647.885,816626.442,131075.6915,9229.92,153631.6355,8335.7715,104112.6905,38271.268,0,631285.1835,298850.849,0,0
752.596_19.5_4878,0,0,0,251426.9765,678774.7655,0,0,971549.415,1410353.261,4180832.996,1347833.981,0,0,0,0
464.335_11_3888,0,0,7692.26,0,0,0,0,0,8189.5995,0,174438.8515,0,0,0,0
586.263_8.6_5594,0,336922.929,75721.176,0,0,0,0,0,0,0,0,0,0,0,13020.712
702.566_20.1_1174,0,1395730.746,470690.906,2645577.194,193281.7425,0,1442480.211,0,0,0,0,2318932.786,2055644.129,249112.0915,0
333.206_10.8_3635,0,38212.3685,59993.0775,0,665946.9015,1229036.887,467289.7045,1244783.54,19953.6225,365399.3385,44083.932,64926.571,37305.3135,232901.6795,334028.9065
957.077_23.8_791,50620.2615,0,0,0,0,0,0,61171.1475,0,0,0,0,0,0,0
390.285_7.1_5835,0,0,18681.564,11117.859,0,135512.721,0,0,0,0,0,669802.4315,27532.7295,742932.3285,55800.658
952.599_18_5445,0,18214.952,0,0,0,0,0,0,48875.877,9885.915,0,0,0,0,0
547.508_23.3_3938,0,0,0,0,0,0,7795.008,0,0,0,0,0,0,0,0
650.535_19.3_5337,0,2193083.361,2190547.305,8827.947,0,0,3251146.2,771457.14,914173.967,914049.845,101246.0005,2101823.602,0,0,0
606.241_15.5_5090,0,0,0,1829084.137,0,752487.099,54847.8485,0,0,0,0,0,0,0,0
379.335_18.3_1215,40832.434,785980.381,0,1159654.692,0,999222.4145,2134431.521,249373.4125,283161.8895,1022102.29,270723.47,590816.8575,896816.0755,325345.7035,500884.3955
743.629_21.8_3942,0,0,93035.1835,0,1291039.309,0,0,0,0,0,277129.865,417093.7495,0,3272389.517,0
348.29_16.3_3894,0,0,0,0,0,0,8509.2,0,0,0,0,8778.323,0,0,0
528.722_6.8_5602,0,303681.535,60963.455,0,0,0,0,0,0,0,0,0,0,0,0
501.431_22.2_5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794.604_22.1_5132,0,0,0,0,1364823.241,58057.101,0,0,0,0,0,0,0,0,862167.169
766.574_22.5_3237,0,824383.14,0,293032.276,0,0,297321.814,2111653.371,26987.089,1441325.444,1306901.109,148236.265,0,0,0
504.351_12_5972,0,0,99521.614,0,0,282033.541,0,0,0,0,0,0,0,63858.3605,3480258.966
552.499_23.3_6059,0,0,0,0,0,246276.691,0,0,0,0,0,0,0,0,104994.5195
834.597_18.1_6055,0,0,28960.2195,96250.714,203714.767,0,24884.167,869574.0005,0,16389.408,15625.887,30127.9265,0,0,0
796.615_18.6_4827,586727.037,47842.9115,0,0,71613.948,763734.5455,69076.8165,163497.371,0,270004.3575,1504363.01,1697407.389,197249.036,84733.388,797961.9085
522.597_20.4_3489,0,0,50218.5465,0,203741.5,0,2039647.685,0,0,0,961351.654,646446.3795,0,2541107.012,105381.076
1530.354_10.2_3447,0,0,0,0,782338.6385,1844694.186,4344822.656,0,0,0,0,0,0,0,0
792.589_15.6_5896,0,0,0,0,562336.5755,0,0,86051.65,0,0,0,159738.285,0,442383.094,1019354.214
654.566_22.1_2399,0,0,0,0,0,7821670.61,0,0,0,0,0,0,50902.3905,0,695802.8885
583.244_6.3_5533,0,3402880.448,1664288.071,0,0,0,0,0,0,0,0,0,0,0,0
626.427_14.9_6062,0,0,786688.502,0,65759.5825,414914.652,0,787332.24,190392.9965,285743.622,0,0,8435.466,280575.8485,252678.4695
522.376_13.1_4894,29749.7475,5913842.004,6406683.194,0,93223.843,0,1835592.979,5035109.782,0,2208995.527,5957372.759,3623271.877,3920596.357,1.59E+07,0
379.333_17.8_4590,0,61633.661,13201.65,30133.854,444000.899,50877.804,247148.1285,13915.044,32208.02,193036.815,0,0,0,35815.5445,149879.85
766.545_18.5_4126,0,127134.237,145658.412,0,0,0,0,602988.394,0,232184.878,1591175.49,0,0,0,75709.339
313.274_12.2_3210,59721.167,0,302571.7365,0,1148074.489,241485.8345,9088.6285,337177.7965,0,1128660.813,1115302.95,1398880.991,11215.505,2602904.128,853932.702
878.436_5.9_1475,0,0,0,177865.128,0,59470.6125,80707.13,0,0,0,0,0,0,0,0
686.358_16.8_2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589.483_20.4_654,104288.584,947084.528,128456.6575,332785.7805,0,0,95884.911,386474.89,70519.9595,161762.548,478220.1965,236860.8865,124521.2215,450210.5895,36275.557
754.544_17.8_1700,0,831684.118,9571.744,11552.67,0,13066.4325,0,16210.129,0,0,0,205939.323,0,722498.11,0
508.34_12.4_3427,0,95782.8015,0,0,3064311.139,1160161.332,1.25E+07,2418394.48,233823.324,3562159.773,1294720.374,3713836.645,59671.573,3764747.818,848058.9295
638.535_19.8_3452,0,2144512.757,3705241.916,5583085.023,1844643.974,15799.074,3192817.836,326419.2005,356470.5965,266890.856,0,4485939.196,1082689.821,247453.5535,109241.678
482.324_12_1790,0,41619.1955,207334.9115,0,1148338.315,718879.066,1332184.565,959054.4305,0,1195755.025,324027.8965,930753.882,0,2104049.048,570735.0445
346.214_10.5_6149,0,0,1129369.393,0,0,0,0,0,0,0,0,0,0,8393.718,0
186.113_4.8_2075,0,0,1449385.485,209224.4875,0,1912097.188,197425.902,49801.2495,283112.3705,204418.435,0,0,0,425668.8445,1446171.907
654.989_8_5585,0,897434.6905,610706.516,0,0,0,0,0,0,0,0,0,0,0,0
525.288_5.5_4869,0,0,0,22646.14,104918.467,0,0,0,0,29699.8915,19163.988,8745.5775,61050.016,7092.918,0
600.41_14.9_3881,0,26202.692,813748.7965,0,43181.8885,1046799.911,27314.2265,491740.3405,65127.1215,114675.041,28276.242,18219.675,7554.989,304626.673,514578.1885
722.592_22.4_6217,0,2392917.243,0,10332.881,6175.832,0,0,127334.574,0,9349.978,9472.85,214662.266,7429.14,585734.2445,0
403.284_14.9_2539,0,309564.0885,68139.102,0,0,0,27973.674,1085125.56,424182.688,961228.084,923488.054,43219.494,74375.1475,10493.469,0
684.576_20.2_1676,0,144459.475,251523.136,250316.5335,66535.068,0,109864.6715,0,0,0,0,1360191.99,156035.5935,510990.4255,0
796.549_17.8_3090,0,39037.809,728591.807,521794.786,106918.449,0,250557.7975,211112.5845,653953.5485,1405871.623,74177.72,11310.7365,107613.5675,961755.8175,1507988.812
776.599_20.6_5907,0,0,0,329038.875,0,0,115157.458,15064.528,0,15117.981,7729.79,14482.581,638384.8245,1229019.613,15062.448
474.297_10.7_3486,0,0,0,609868.1325,0,67098.7315,680238.437,109718.244,0,0,0,79665.9915,0,0,0
536.358_12.4_2902,0,54701.191,27276.918,0,56891.2115,0,435937.2695,76865.8865,0,20209.4625,0,486512.8785,220273.638,223096.5375,30429.5445
524.385_13.6_2726,0,0,249137.074,434745.501,0,21698.958,304799.129,0,0,270811.4575,519403.879,481928.622,0,1470881.032,60207.84
327.217_11.4_4558,0,0,130182.295,0,1671068.301,273544.144,380944.3275,277801.4045,76910.48,0,39595.861,9279.2385,9489.816,0,107540.8
626.535_19.4_5312,0,2309802.697,1510414.092,0,0,0,4546251.863,3345167.232,4047385.067,3321464.184,46297.4255,5825508.705,242552.4855,0,0
425.341_16.7_3075,0,125369.039,0,776748.1925,681505.9455,365530.1225,1454072.866,103746.343,300276.734,633476.0225,109120.8255,177003.872,91863.4085,319574.816,1571739.674
628.515_19.2_6222,0,0,61946.918,316089.7625,0,0,0,0,0,0,0,696770.918,0,2946232.423,336084.6365
822.588_20_1295,0,0,388583.617,872910.9745,183907.2475,0,0,19208.4925,45524.4585,70104.688,0,0,2819496.879,1572508.26,189729.9525
554.478_21.2_2845,0,116053.471,58111.51,56527.625,0,172966.535,0,0,81541.16,24139.484,0,17046.063,135874.762,0,12792.69
303.252_11.1_4409,0,398227.556,9244.89,0,0,0,0,54158.512,0,23533.152,256342.869,0,66717.843,0,35780.859
607.435_16.9_3671,71609.2095,2873053.884,0,648018.644,0,0,154261.9245,10513.566,3641524.64,19479.1405,3531229.958,106074.3285,260239.75,557668.955,0
792.588_17.6_6181,0,0,0,0,499200.8475,169119.783,0,38913.5,0,0,0,1773177.555,0,1082485.477,1248582.335
730.579_18.6_4310,0,0,353062.556,0,0,0,0,174572.791,27755.464,196470.42,386182.9735,0,0,0,0
768.643_23.5_6038,0,0,0,0,0,0,0,0,0,0,0,33130.5525,0,238218.3495,189192.7285
305.136_8.8_1756,25035.83,172444.8985,3669156.719,717241.2245,0,1440280.358,838227.926,487020.627,1284858.339,2888741.828,343039.4405,786197.886,1431084.323,1146850.346,5006096.424
458.308_6.1_1554,0,0,0,221861.8455,0,65706.802,210113.1815,14084.985,0,0,0,106337.4125,47613.1415,43010.219,48881.035
510.356_13.5_1159,0,92096.165,313344.5655,5910067.811,15060.2045,624968.2115,15476.256,51229.938,0,2858063.792,1145927.703,627266.292,47104.1885,90371.1965,1018167.322
800.603_22.8_2138,0,45622.176,10178.868,139004.54,69344.9355,3822794.981,932297.496,0,2.63E+07,104719.109,11153.16,41333.7835,945815.987,0,0
335.221_10.9_3133,11923.9775,14422.6975,0,0,2956073.971,3977114.419,1246964.369,335365.9595,23749.773,386647.782,0,144726.2995,124228.9055,495489.1045,5099023.045
361.273_12.1_4776,691909.765,7581144.121,20756.8395,0,4740283.514,255588.2585,6269223.592,0,4309191.004,3952005.744,4563732.186,3936106.771,4482700.727,1957920.484,783488.725
335.183_12.2_2840,0,8842.962,0,0,0,116541.877,0,23129.1715,0,11167.224,78163.758,152419.0855,194455.3735,83901.1185,125249.7715
768.585_23.1_5861,0,95760.693,127081.7375,1233256.55,1010334.966,0,287156.8735,1386234.85,0,732759.9885,1199265.782,55928.2725,0,111672.9675,326032.1815
401.341_18.5_2147,23707.4535,14208.1295,861142.372,12526.595,0,1160507.242,0,90762.4105,0,40797.523,142259.306,0,8837.808,587164.8605,1132721.105
732.554_23.8_2309,0,590474.5275,0,0,0,0,0,616242.683,0,2273194.316,496667.4295,32442.0285,0,0,0
331.264_13.3_2852,0,0,0,0,965468.6085,8893.3545,63711.437,0,0,0,0,95439.717,148796.8825,0,72202.4065
383.331_20.5_5948,0,0,14135.704,0,0,71068.298,0,183545.391,302343.6815,101561.8665,315806.137,8778.018,0,118522.649,100905.4435
824.578_18.7_3615,0,167193.269,11609.262,548307.8865,698771.653,0,969126.496,710733.5525,445066.004,1446451.09,60171.228,12165.904,207445.089,173978.5885,0
476.277_11.6_3636,0,22355.679,10078.8,0,0,0,147818.432,1309585.248,658013.215,468106.9475,583157.0365,17340.144,0,0,0
670.561_21.1_5864,0,0,0,0,0,107583.9435,0,0,0,0,0,212652.328,0,0,29313.633
318.129_16.2_2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240.008_8.5_5826,0,0,0,0,0,0,0,0,0,0,0,4553348.934,0,0,458330.1485
397.31_16.2_867,0,1313449.302,897803.636,4140862.766,369692.3215,1077332.048,2142545.192,3067620.302,3645534.719,2618167.585,2166522.576,570424.8605,135220.896,346884.1965,219620.1565
